state,state_abbr,year,season,scenario,scenario_label,summer_tas_c,summer_tas_c_2020,summer_tas_c_change_from_2020
Alabama,AL,2048,JJA,ssp245,Medium emissions (SSP245),26.57471355042085,24.85563243918886,1.7190811112319933
Alabama,AL,2049,JJA,ssp245,Medium emissions (SSP245),26.19491320603582,24.85563243918886,1.3392807668469708
Alabama,AL,2050,JJA,ssp245,Medium emissions (SSP245),27.23718388299393,24.85563243918886,2.3815514438050713
Alabama,AL,2051,JJA,ssp245,Medium emissions (SSP245),27.635555884783262,24.85563243918886,2.7799234455944095
Alabama,AL,2052,JJA,ssp245,Medium emissions (SSP245),26.74731956140171,24.85563243918886,1.8916871222128553
Alabama,AL,2053,JJA,ssp245,Medium emissions (SSP245),25.715993697957273,24.85563243918886,0.8603612587684171
Alabama,AL,2054,JJA,ssp245,Medium emissions (SSP245),25.443330714039607,24.85563243918886,0.5876982748507564
Alabama,AL,2055,JJA,ssp245,Medium emissions (SSP245),25.9399628700339,24.85563243918886,1.0843304308450443
Alabama,AL,2056,JJA,ssp245,Medium emissions (SSP245),26.137232765396877,24.85563243918886,1.281600326208024
Alabama,AL,2057,JJA,ssp245,Medium emissions (SSP245),26.523649714347552,24.85563243918886,1.6680172751586955
Alabama,AL,2058,JJA,ssp245,Medium emissions (SSP245),26.253239718898904,24.85563243918886,1.3976072797100498
Alabama,AL,2059,JJA,ssp245,Medium emissions (SSP245),26.388044877364155,24.85563243918886,1.5324124381752982
Alabama,AL,2060,JJA,ssp245,Medium emissions (SSP245),25.852869330868593,24.85563243918886,0.9972368916797356
Alabama,AL,2061,JJA,ssp245,Medium emissions (SSP245),26.499852917783457,24.85563243918886,1.6442204785946015
